Download_date,State,City,Station,From Date,To Date,PM2.5
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 14:00,13-11-2018 15:00,121.86
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 15:00,13-11-2018 16:00,132.56
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 16:00,13-11-2018 17:00,15.36
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 17:00,13-11-2018 18:00,104.66
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 18:00,13-11-2018 19:00,92.43
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 19:00,13-11-2018 20:00,78.69
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 20:00,13-11-2018 21:00,78.69
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 21:00,13-11-2018 22:00,88.24
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 22:00,13-11-2018 23:00,77.57
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",13-11-2018 23:00,14-11-2018 00:00,63.71
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 00:00,14-11-2018 01:00,6.43
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 01:00,14-11-2018 02:00,51.25
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 02:00,14-11-2018 03:00,64.57
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 03:00,14-11-2018 04:00,74.58
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 04:00,14-11-2018 05:00,86.57
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 05:00,14-11-2018 06:00,74.51
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 06:00,14-11-2018 07:00,79.29
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 07:00,14-11-2018 08:00,80.38
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 08:00,14-11-2018 09:00,79.93
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 09:00,14-11-2018 10:00,80.27
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 10:00,14-11-2018 11:00,70.89
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 11:00,14-11-2018 12:00,53.63
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 12:00,14-11-2018 13:00,42.05
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 13:00,14-11-2018 14:00,54.39
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 14:00,14-11-2018 15:00,68.88
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 15:00,14-11-2018 16:00,96.19
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 16:00,14-11-2018 17:00,86.82
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 17:00,14-11-2018 18:00,71.53
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 18:00,14-11-2018 19:00,68.33
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 19:00,14-11-2018 20:00,73.1
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 20:00,14-11-2018 21:00,69.32
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 21:00,14-11-2018 22:00,64.24
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 22:00,14-11-2018 23:00,61.02
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-11-2018 23:00,15-11-2018 00:00,65.51
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 00:00,15-11-2018 01:00,66.47
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 01:00,15-11-2018 02:00,52.3
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 02:00,15-11-2018 03:00,103.05
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 03:00,15-11-2018 04:00,80.7
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 04:00,15-11-2018 05:00,72.2
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 05:00,15-11-2018 06:00,55.77
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 06:00,15-11-2018 07:00,57.96
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 07:00,15-11-2018 08:00,55.81
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 08:00,15-11-2018 09:00,59.48
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 09:00,15-11-2018 10:00,54.12
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 10:00,15-11-2018 11:00,42.52
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 11:00,15-11-2018 12:00,34.18
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 12:00,15-11-2018 13:00,4.3
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 13:00,15-11-2018 14:00,26.67
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 14:00,15-11-2018 15:00,14.35
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 15:00,15-11-2018 16:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 16:00,15-11-2018 17:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 17:00,15-11-2018 18:00,7.59
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 18:00,15-11-2018 19:00,4.08
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 19:00,15-11-2018 20:00,4.13
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 20:00,15-11-2018 21:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 21:00,15-11-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 22:00,15-11-2018 23:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",15-11-2018 23:00,16-11-2018 00:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 00:00,16-11-2018 01:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 01:00,16-11-2018 02:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 02:00,16-11-2018 03:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 03:00,16-11-2018 04:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 04:00,16-11-2018 05:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 05:00,16-11-2018 06:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 06:00,16-11-2018 07:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 07:00,16-11-2018 08:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 08:00,16-11-2018 09:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 09:00,16-11-2018 10:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 10:00,16-11-2018 11:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 11:00,16-11-2018 12:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 12:00,16-11-2018 13:00,20.59
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 13:00,16-11-2018 14:00,31.5
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 14:00,16-11-2018 15:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 15:00,16-11-2018 16:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 16:00,16-11-2018 17:00,0.75
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 17:00,16-11-2018 18:00,0.14
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 18:00,16-11-2018 19:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 19:00,16-11-2018 20:00,31.2
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 20:00,16-11-2018 21:00,33.07
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 21:00,16-11-2018 22:00,33
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 22:00,16-11-2018 23:00,32.97
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",16-11-2018 23:00,17-11-2018 00:00,32.68
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 00:00,17-11-2018 01:00,32.48
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 01:00,17-11-2018 02:00,32.72
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 02:00,17-11-2018 03:00,32.52
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 03:00,17-11-2018 04:00,32.23
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 04:00,17-11-2018 05:00,32.08
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 05:00,17-11-2018 06:00,32.09
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 06:00,17-11-2018 07:00,32.22
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 07:00,17-11-2018 08:00,32.61
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 08:00,17-11-2018 09:00,33.1
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 09:00,17-11-2018 10:00,33.41
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 10:00,17-11-2018 11:00,33.86
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 11:00,17-11-2018 12:00,33.6
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 12:00,17-11-2018 13:00,69.55
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 13:00,17-11-2018 14:00,36.95
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 14:00,17-11-2018 15:00,8.78
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 15:00,17-11-2018 16:00,11.55
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 16:00,17-11-2018 17:00,33.92
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 17:00,17-11-2018 18:00,29.67
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 18:00,17-11-2018 19:00,42.34
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 19:00,17-11-2018 20:00,49.79
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 20:00,17-11-2018 21:00,33.39
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 21:00,17-11-2018 22:00,44.93
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 22:00,17-11-2018 23:00,39.85
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-11-2018 23:00,18-11-2018 00:00,16.61
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 00:00,18-11-2018 01:00,35.94
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 01:00,18-11-2018 02:00,50.04
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 02:00,18-11-2018 03:00,65.45
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 03:00,18-11-2018 04:00,75.54
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 04:00,18-11-2018 05:00,54.43
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 05:00,18-11-2018 06:00,65.44
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 06:00,18-11-2018 07:00,67.9
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 07:00,18-11-2018 08:00,72.76
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 08:00,18-11-2018 09:00,442.61
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 09:00,18-11-2018 10:00,30.63
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 10:00,18-11-2018 11:00,1.91
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 11:00,18-11-2018 12:00,14.04
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 12:00,18-11-2018 13:00,4.58
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 13:00,18-11-2018 14:00,16.54
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 14:00,18-11-2018 15:00,13.35
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 15:00,18-11-2018 16:00,8.73
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 16:00,18-11-2018 17:00,25.35
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 17:00,18-11-2018 18:00,32.98
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 18:00,18-11-2018 19:00,26.03
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 19:00,18-11-2018 20:00,13.48
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 20:00,18-11-2018 21:00,28.2
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 21:00,18-11-2018 22:00,28.41
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 22:00,18-11-2018 23:00,18
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",18-11-2018 23:00,19-11-2018 00:00,16.87
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 00:00,19-11-2018 01:00,32.82
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 01:00,19-11-2018 02:00,22.37
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 02:00,19-11-2018 03:00,6.93
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 03:00,19-11-2018 04:00,28.64
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 04:00,19-11-2018 05:00,47.37
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 05:00,19-11-2018 06:00,63.19
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 06:00,19-11-2018 07:00,38.28
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 07:00,19-11-2018 08:00,65.99
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 08:00,19-11-2018 09:00,32.17
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 09:00,19-11-2018 10:00,8.14
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 10:00,19-11-2018 11:00,2.36
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 11:00,19-11-2018 12:00,30.95
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 12:00,19-11-2018 13:00,33.2
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 13:00,19-11-2018 14:00,19.47
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 14:00,19-11-2018 15:00,17.55
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 15:00,19-11-2018 16:00,32.42
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 16:00,19-11-2018 17:00,24.94
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 17:00,19-11-2018 18:00,17.1
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 18:00,19-11-2018 19:00,49.87
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 19:00,19-11-2018 20:00,35.84
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 20:00,19-11-2018 21:00,26.87
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 21:00,19-11-2018 22:00,28.57
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 22:00,19-11-2018 23:00,54.14
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-11-2018 23:00,20-11-2018 00:00,45.12
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 00:00,20-11-2018 01:00,28.42
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 01:00,20-11-2018 02:00,34.2
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 02:00,20-11-2018 03:00,52.6
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 03:00,20-11-2018 04:00,35.85
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 04:00,20-11-2018 05:00,33.86
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 05:00,20-11-2018 06:00,76.66
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 06:00,20-11-2018 07:00,92.42
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 07:00,20-11-2018 08:00,77.38
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 08:00,20-11-2018 09:00,81.38
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 09:00,20-11-2018 10:00,49.04
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 10:00,20-11-2018 11:00,24.05
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 11:00,20-11-2018 12:00,61.81
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 12:00,20-11-2018 13:00,61.21
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 13:00,20-11-2018 14:00,40.58
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 14:00,20-11-2018 15:00,52.9
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 15:00,20-11-2018 16:00,110.16
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 16:00,20-11-2018 17:00,28.66
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 17:00,20-11-2018 18:00,15.24
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 18:00,20-11-2018 19:00,2.19
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 19:00,20-11-2018 20:00,10.03
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 20:00,20-11-2018 21:00,27.99
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 21:00,20-11-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 22:00,20-11-2018 23:00,8.94
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2018 23:00,21-11-2018 00:00,15
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-11-2018 00:00,21-11-2018 01:00,26.3
