id,year,statename,pcname,candidate,sex,age,PC Type,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
19,1999,ANDHRA PRADESH,Bhadrachalam,T.Ratnabai,F,,ST,,INC,,,,256490,23.63%,33.75%,1085536,2,759883,0,1,CONGRESS
20,1999,ANDHRA PRADESH,Bhadrachalam,Ramaiah Sode,M,,ST,,CPI,,,,122496,11.28%,16.12%,1085536,3,759883,0,0,OTHERS
21,1999,ANDHRA PRADESH,Bhadrachalam,Pangi Satyanarayana,M,,ST,,NTRTDP(LP),,,,24425,2.25%,3.21%,1085536,4,759883,0,0,OTHERS
22,1999,ANDHRA PRADESH,Bhadrachalam,K. Ranga Reddy,M,,ST,,IND,,,,16893,1.56%,2.22%,1085536,5,759883,0,0,OTHERS
23,1999,ANDHRA PRADESH,Bhadrachalam,Kurasam Subba Rao,M,,ST,,IND,,,,14659,1.35%,1.93%,1085536,6,759883,0,0,OTHERS
24,1999,ANDHRA PRADESH,Anakapalli,Ganta Srinivasa Rao,M,,GEN,,TDP,,,,392984,37.94%,51.43%,1035708,1,764079,1,0,NDA
25,1999,ANDHRA PRADESH,Anakapalli,Gurunadha Rao Gudivada,M,,GEN,,INC,,,,334520,32.30%,43.78%,1035708,2,764079,0,1,CONGRESS
26,1999,ANDHRA PRADESH,Anakapalli,Appala Trinadha Rao Bheesetti,M,,GEN,,ATDP,,,,13918,1.34%,1.82%,1035708,3,764079,0,0,OTHERS
27,1999,ANDHRA PRADESH,Anakapalli,Choday Srinivasa Rao,M,,GEN,,NTRTDP(LP),,,,3562,0.34%,0.47%,1035708,4,764079,0,0,OTHERS
28,1999,ANDHRA PRADESH,Kakinada,Mudragada Padmanabham,M,,GEN,,TDP,,,,435811,37.19%,52.13%,1171987,1,836085,1,0,NDA
29,1999,ANDHRA PRADESH,Kakinada,Thota Subbarao,M,,GEN,,INC,,,,314376,26.82%,37.60%,1171987,2,836085,0,1,CONGRESS
30,1999,ANDHRA PRADESH,Kakinada,Boddu Krishna Mohan,M,,GEN,,ATDP,,,,44466,3.79%,5.32%,1171987,3,836085,0,0,OTHERS
31,1999,ANDHRA PRADESH,Kakinada,Nainalasetti Murthy,M,,GEN,,CPI(ML)(L),,,,8855,0.76%,1.06%,1171987,4,836085,0,0,OTHERS
32,1999,ANDHRA PRADESH,Kakinada,Pachipala Rama Prakash,M,,GEN,,IND,,,,6210,0.53%,0.74%,1171987,5,836085,0,0,OTHERS
33,1999,ANDHRA PRADESH,Kakinada,Chandrasekhararao P.,M,,GEN,,IND,,,,1502,0.13%,0.18%,1171987,6,836085,0,0,OTHERS
34,1999,ANDHRA PRADESH,Kakinada,Mutyala Ramalinga Chowdary,M,,GEN,,AJBP,,,,1321,0.11%,0.16%,1171987,7,836085,0,0,OTHERS
35,1999,ANDHRA PRADESH,Rajahmundry,Satyanarayana Rao S.B.P.B.K,M,,GEN,,BJP,,,,411956,36.22%,50.01%,1137225,1,823798,1,0,NDA
36,1999,ANDHRA PRADESH,Rajahmundry,Chitturi Ravindra,M,,GEN,,INC,,,,351925,30.95%,42.72%,1137225,2,823798,0,1,CONGRESS
37,1999,ANDHRA PRADESH,Rajahmundry,Bommidi Ram Mohan Rao,M,,GEN,,AJBP,,,,15727,1.38%,1.91%,1137225,3,823798,0,0,OTHERS
38,1999,ANDHRA PRADESH,Rajahmundry,Velagala Sathi Reddy (Advocate),M,,GEN,,ATDP,,,,10932,0.96%,1.33%,1137225,4,823798,0,0,OTHERS
39,1999,ANDHRA PRADESH,Rajahmundry,M.K.R.C. Murty,M,,GEN,,IND,,,,2839,0.25%,0.34%,1137225,5,823798,0,0,OTHERS
40,1999,ANDHRA PRADESH,Rajahmundry,Narapareddy Soma Brahma Ranga Rao,M,,GEN,,IND,,,,1565,0.14%,0.19%,1137225,6,823798,0,0,OTHERS
41,1999,ANDHRA PRADESH,Rajahmundry,Sri Hari Rao Rimmalapudi,M,,GEN,,IND,,,,1342,0.12%,0.16%,1137225,7,823798,0,0,OTHERS
42,1999,ANDHRA PRADESH,Amalapuram,Ganti Mohanachandra Balayogi,M,,SC,,TDP,,,,368476,40.57%,53.77%,908257,1,685230,1,0,NDA
43,1999,ANDHRA PRADESH,Amalapuram,Gollapalli Suryarao,M,,SC,,INC,,,,249597,27.48%,36.43%,908257,2,685230,0,1,CONGRESS
44,1999,ANDHRA PRADESH,Amalapuram,Akumarthi Suryanarayana,M,,SC,,MCPI(S),,,,26487,2.92%,3.87%,908257,3,685230,0,0,OTHERS
45,1999,ANDHRA PRADESH,Amalapuram,Saka Yesuratnam,M,,SC,,ATDP,,,,16769,1.85%,2.45%,908257,4,685230,0,0,OTHERS
46,1999,ANDHRA PRADESH,Amalapuram,Akumarthi Aseervadamu,M,,SC,,AJBP,,,,1920,0.21%,0.28%,908257,5,685230,0,0,OTHERS
47,1999,ANDHRA PRADESH,Narasapur,Uppalapati Venkata Krishnam Raju,M,,GEN,,BJP,,,,421099,41.27%,57.40%,1020409,1,733626,1,0,NDA
48,1999,ANDHRA PRADESH,Narasapur,Kanumuru Bapiraju,M,,GEN,,INC,,,,255151,25.00%,34.78%,1020409,2,733626,0,1,CONGRESS
49,1999,ANDHRA PRADESH,Narasapur,Rudraraju Satyanarayana Raju(R.S),M,,GEN,,CPM,,,,28203,2.76%,3.84%,1020409,3,733626,0,0,OTHERS
50,1999,ANDHRA PRADESH,Eluru,Bolla Bulli Ramaiah,M,,GEN,,TDP,,,,435884,38.00%,51.13%,1147205,1,852429,1,0,NDA
51,1999,ANDHRA PRADESH,Eluru,Maganti Venkateswara Rao (Babu),M,,GEN,,INC,,,,373653,32.57%,43.83%,1147205,2,852429,0,1,CONGRESS
52,1999,ANDHRA PRADESH,Eluru,Dayyala Sareen Babu,M,,GEN,,IND,,,,13068,1.14%,1.53%,1147205,3,852429,0,0,OTHERS
53,1999,ANDHRA PRADESH,Eluru,G.S.R. Chowdary,M,,GEN,,ATDP,,,,6862,0.60%,0.80%,1147205,4,852429,0,0,OTHERS
54,1999,ANDHRA PRADESH,Eluru,Maganti Sridevi,F,,GEN,,NTRTDP(LP),,,,2683,0.23%,0.31%,1147205,5,852429,0,0,OTHERS
55,1999,ANDHRA PRADESH,Eluru,Karuturi Ramakrishna (Kittu),M,,GEN,,IND,,,,1242,0.11%,0.15%,1147205,6,852429,0,0,OTHERS
56,1999,ANDHRA PRADESH,Eluru,Koduri Sriramulu,M,,GEN,,IND,,,,753,0.07%,0.09%,1147205,7,852429,0,0,OTHERS
57,1999,ANDHRA PRADESH,Eluru,Sunkavalli Srigopinadh,M,,GEN,,IND,,,,324,0.03%,0.04%,1147205,8,852429,0,0,OTHERS
58,1999,ANDHRA PRADESH,Machilipatnam,Ambati Brahmanaiah,M,,GEN,,TDP,,,,387533,38.51%,53.07%,1006429,1,730278,1,0,NDA
59,1999,ANDHRA PRADESH,Machilipatnam,Kavuru Sambasiva Rao,M,,GEN,,INC,,,,304537,30.26%,41.70%,1006429,2,730278,0,1,CONGRESS
60,1999,ANDHRA PRADESH,Machilipatnam,Rajendra Prasadu Puttagunta,M,,GEN,,AJBP,,,,12076,1.20%,1.65%,1006429,3,730278,0,0,OTHERS
61,1999,ANDHRA PRADESH,Machilipatnam,Kameswara Rao Dodda,M,,GEN,,PPOI,,,,7721,0.77%,1.06%,1006429,4,730278,0,0,OTHERS
62,1999,ANDHRA PRADESH,Vijayawada,Gadde Rama Mohan,M,,GEN,,TDP,,,,482968,34.89%,50.98%,1384393,1,947325,1,0,NDA
63,1999,ANDHRA PRADESH,Vijayawada,Upendra Parvathaneni,M,,GEN,,INC,,,,395902,28.60%,41.79%,1384393,2,947325,0,1,CONGRESS
64,1999,ANDHRA PRADESH,Vijayawada,Kolli Nageswara Rao,M,,GEN,,CPI,,,,36902,2.67%,3.90%,1384393,3,947325,0,0,OTHERS
65,1999,ANDHRA PRADESH,Vijayawada,Rama Mohana Rao Yalamanchili,M,,GEN,,IND,,,,3081,0.22%,0.33%,1384393,4,947325,0,0,OTHERS
66,1999,ANDHRA PRADESH,Vijayawada,Subramaheswara Rao (Mani) Yenduri,M,,GEN,,PPOI,,,,2798,0.20%,0.30%,1384393,5,947325,0,0,OTHERS
67,1999,ANDHRA PRADESH,Vijayawada,Pilla Venkateswara Rao,M,,GEN,,IND,,,,2494,0.18%,0.26%,1384393,6,947325,0,0,OTHERS
68,1999,ANDHRA PRADESH,Vijayawada,Nandigam Vishnu,M,,GEN,,AJBP,,,,2189,0.16%,0.23%,1384393,7,947325,0,0,OTHERS
69,1999,ANDHRA PRADESH,Vijayawada,Sudhakara Reddy Lakkireddy,M,,GEN,,NTRTDP(LP),,,,986,0.07%,0.10%,1384393,8,947325,0,0,OTHERS
70,1999,ANDHRA PRADESH,Vijayawada,Rajanala Gopikrishna,M,,GEN,,IND,,,,629,0.05%,0.07%,1384393,9,947325,0,0,OTHERS
71,1999,ANDHRA PRADESH,Vijayawada,Ballarapu Raja Rao,M,,GEN,,IND,,,,585,0.04%,0.06%,1384393,10,947325,0,0,OTHERS
72,1999,ANDHRA PRADESH,Vijayawada,Parasa Yesu Ratnam,M,,GEN,,IND,,,,503,0.04%,0.05%,1384393,11,947325,0,0,OTHERS
73,1999,ANDHRA PRADESH,Vijayawada,Kanneganti Purneswara Rao,M,,GEN,,IND,,,,439,0.03%,0.05%,1384393,12,947325,0,0,OTHERS
74,1999,ANDHRA PRADESH,Tenali,Ummareddy Venkateswarlu,M,,GEN,,TDP,,,,339800,35.38%,51.54%,960447,1,659306,1,0,NDA
75,1999,ANDHRA PRADESH,Tenali,P.Shiv Shanker,M,,GEN,,INC,,,,266771,27.78%,40.46%,960447,2,659306,0,1,CONGRESS
76,1999,ANDHRA PRADESH,Tenali,Nageswara Rao Parchuri,M,,GEN,,CPM,,,,35860,3.73%,5.44%,960447,3,659306,0,0,OTHERS
77,1999,ANDHRA PRADESH,Tenali,Nagaraju Vaigandla,M,,GEN,,AJBP,,,,1829,0.19%,0.28%,960447,4,659306,0,0,OTHERS
78,1999,ANDHRA PRADESH,Tenali,"Dr.Aremanda Sambasiva Rao, M.B.B.S",M,,GEN,,NTRTDP(LP),,,,1341,0.14%,0.20%,960447,5,659306,0,0,OTHERS
79,1999,ANDHRA PRADESH,Guntur,Yemparala Venkateswararao,M,,GEN,,TDP,,,,399065,32.19%,50.22%,1239626,1,794709,1,0,NDA
80,1999,ANDHRA PRADESH,Guntur,Rayapati Sambasiva Rao,M,,GEN,,INC,,,,358735,28.94%,45.14%,1239626,2,794709,0,1,CONGRESS
81,1999,ANDHRA PRADESH,Guntur,Chilka Chandraiah,M,,GEN,,MCPI(S),,,,9849,0.79%,1.24%,1239626,3,794709,0,0,OTHERS
82,1999,ANDHRA PRADESH,Guntur,Bhashyam Narasaiah,M,,GEN,,ATDP,,,,9488,0.77%,1.19%,1239626,4,794709,0,0,OTHERS
83,1999,ANDHRA PRADESH,Guntur,Ghanta  Jagannadharao,M,,GEN,,IND,,,,1019,0.08%,0.13%,1239626,5,794709,0,0,OTHERS
84,1999,ANDHRA PRADESH,Guntur,Poornachandrarao Kolla,M,,GEN,,NTRTDP(LP),,,,843,0.07%,0.11%,1239626,6,794709,0,0,OTHERS
85,1999,ANDHRA PRADESH,Guntur,Saidaiah Pagadala,M,,GEN,,PPOI,,,,747,0.06%,0.09%,1239626,7,794709,0,0,OTHERS
86,1999,ANDHRA PRADESH,Guntur,Vaddineni Rosamma,F,,GEN,,AJBP,,,,689,0.06%,0.09%,1239626,8,794709,0,0,OTHERS
87,1999,ANDHRA PRADESH,Guntur,C.V.B.Krishnamurthy,M,,GEN,,IND,,,,551,0.04%,0.07%,1239626,9,794709,0,0,OTHERS
88,1999,ANDHRA PRADESH,Guntur,Muvva Venkatarao,M,,GEN,,IND,,,,268,0.02%,0.03%,1239626,10,794709,0,0,OTHERS
89,1999,ANDHRA PRADESH,Bapatla,D. Rama Naidu,M,,GEN,,TDP,,,,399596,37.07%,54.96%,1077815,1,727105,1,0,NDA
90,1999,ANDHRA PRADESH,Bapatla,Jesudasu Seelam,M,,GEN,,INC,,,,307139,28.50%,42.24%,1077815,2,727105,0,1,CONGRESS
91,1999,ANDHRA PRADESH,Bapatla,Venkateswarlu Katharu,M,,GEN,,ATDP,,,,4852,0.45%,0.67%,1077815,3,727105,0,0,OTHERS
92,1999,ANDHRA PRADESH,Bapatla,Bachina Radha Krishna Murthy,M,,GEN,,IND,,,,1922,0.18%,0.26%,1077815,4,727105,0,0,OTHERS
93,1999,ANDHRA PRADESH,Bapatla,Gurava Reddy Vali,M,,GEN,,NTRTDP(LP),,,,1256,0.12%,0.17%,1077815,5,727105,0,0,OTHERS
94,1999,ANDHRA PRADESH,Bapatla,Chunduri Ramaiah,M,,GEN,,IND,,,,519,0.05%,0.07%,1077815,6,727105,0,0,OTHERS
95,1999,ANDHRA PRADESH,Bapatla,Modadugu Ramesh Babu,M,,GEN,,IND,,,,397,0.04%,0.05%,1077815,7,727105,0,0,OTHERS
96,1999,ANDHRA PRADESH,Narasaraopet,Janardhanareddy Nedurumalli,M,,GEN,,INC,,,,432266,34.24%,49.22%,1262560,1,878186,1,0,CONGRESS
97,1999,ANDHRA PRADESH,Narasaraopet,Lal Janbasha S.M,M,,GEN,,TDP,,,,418384,33.14%,47.64%,1262560,2,878186,0,1,NDA
98,1999,ANDHRA PRADESH,Narasaraopet,Koteswararao Sangala,M,,GEN,,ATDP,,,,4313,0.34%,0.49%,1262560,3,878186,0,0,OTHERS
99,1999,ANDHRA PRADESH,Narasaraopet,Sallagundla Satish,M,,GEN,,IND,,,,2853,0.23%,0.32%,1262560,4,878186,0,0,OTHERS
100,1999,ANDHRA PRADESH,Narasaraopet,P.  Satish Kumar,M,,GEN,,IND,,,,1232,0.10%,0.14%,1262560,5,878186,0,0,OTHERS
101,1999,ANDHRA PRADESH,Narasaraopet,Vajrala China Ayyappa Reddy,M,,GEN,,IND,,,,809,0.06%,0.09%,1262560,6,878186,0,0,OTHERS
102,1999,ANDHRA PRADESH,Ongole,Karanam Balarama Krishna Murthy,M,,GEN,,TDP,,,,392840,33.00%,49.55%,1190279,1,792803,1,0,NDA
103,1999,ANDHRA PRADESH,Ongole,Sreenivasulu Reddy Magunta,M,,GEN,,INC,,,,370892,31.16%,46.78%,1190279,2,792803,0,1,CONGRESS
104,1999,ANDHRA PRADESH,Ongole,Byrapuneni Suryanarayana,M,,GEN,,ATDP,,,,6394,0.54%,0.81%,1190279,3,792803,0,0,OTHERS
105,1999,ANDHRA PRADESH,Ongole,Rayapudi Sangeetha Rao,M,,GEN,,SHSP,,,,3355,0.28%,0.42%,1190279,4,792803,0,0,OTHERS
106,1999,ANDHRA PRADESH,Ongole,Makineni Venkata Narasimham,M,,GEN,,JD(S),,,,1457,0.12%,0.18%,1190279,5,792803,0,0,OTHERS
107,1999,ANDHRA PRADESH,Ongole,Daggupati Sreedhar,M,,GEN,,IND,,,,800,0.07%,0.10%,1190279,6,792803,0,0,OTHERS
108,1999,ANDHRA PRADESH,Ongole,Alla Ramachandra Reddy,M,,GEN,,IND,,,,525,0.04%,0.07%,1190279,7,792803,0,0,OTHERS
109,1999,ANDHRA PRADESH,Ongole,Prasad Babu Kurre,M,,GEN,,IND,,,,377,0.03%,0.05%,1190279,8,792803,0,0,OTHERS
110,1999,ANDHRA PRADESH,Nellore,Rajeswaramma Vukkala,F,,SC,,TDP,,,,381166,32.71%,48.46%,1165144,1,786565,1,0,NDA
111,1999,ANDHRA PRADESH,Nellore,Panabaka  Lakshmi,F,,SC,,INC,,,,340713,29.24%,43.32%,1165144,2,786565,0,1,CONGRESS
112,1999,ANDHRA PRADESH,Nellore,Thummalagunta  Prapancha Bhanu Raju,M,,SC,,CPM,,,,30856,2.65%,3.92%,1165144,3,786565,0,0,OTHERS
113,1999,ANDHRA PRADESH,Nellore,Komarika Jayaramaiah,M,,SC,,MCPI(S),,,,9444,0.81%,1.20%,1165144,4,786565,0,0,OTHERS
114,1999,ANDHRA PRADESH,Nellore,K.D.Ramesh Babu,M,,SC,,AJBP,,,,6365,0.55%,0.81%,1165144,5,786565,0,0,OTHERS
115,1999,ANDHRA PRADESH,Nellore,Battu Raghu Ramaiah,M,,SC,,PPOI,,,,1288,0.11%,0.16%,1165144,6,786565,0,0,OTHERS
116,1999,ANDHRA PRADESH,Tirupathi,Dr.N.Venkataswamy,M,,SC,,BJP,,,,386478,32.21%,46.86%,1199710,1,824694,1,0,NDA
117,1999,ANDHRA PRADESH,Tirupathi,Chintha Mohan,M,,SC,,INC,,,,373981,31.17%,45.35%,1199710,2,824694,0,1,CONGRESS
118,1999,ANDHRA PRADESH,Tirupathi,T.Gunasekhar,M,,SC,,ATDP,,,,12311,1.03%,1.49%,1199710,3,824694,0,0,OTHERS
119,1999,ANDHRA PRADESH,Tirupathi,Kattamanchi Prabhakar,M,,SC,,IND,,,,8143,0.68%,0.99%,1199710,4,824694,0,0,OTHERS
120,1999,ANDHRA PRADESH,Tirupathi,P.Chiranjeevi,M,,SC,,PPOI,,,,7775,0.65%,0.94%,1199710,5,824694,0,0,OTHERS
121,1999,ANDHRA PRADESH,Tirupathi,Polasi  Mani,M,,SC,,AJBP,,,,1749,0.15%,0.21%,1199710,6,824694,0,0,OTHERS
122,1999,ANDHRA PRADESH,Chittoor,Noothana Kalva Ramakrishna Reddy,M,,GEN,,TDP,,,,419208,36.77%,49.10%,1140219,1,853778,1,0,NDA
123,1999,ANDHRA PRADESH,Chittoor,R.Gopinath,M,,GEN,,INC,,,,400570,35.13%,46.92%,1140219,2,853778,0,1,CONGRESS
124,1999,ANDHRA PRADESH,Chittoor,G.Abdul Rawoof,M,,GEN,,ATDP,,,,12972,1.14%,1.52%,1140219,3,853778,0,0,OTHERS
125,1999,ANDHRA PRADESH,Chittoor,T.Babu Reddy,M,,GEN,,IND,,,,1970,0.17%,0.23%,1140219,4,853778,0,0,OTHERS
126,1999,ANDHRA PRADESH,Chittoor,T.G.Suresh,M,,GEN,,IND,,,,686,0.06%,0.08%,1140219,5,853778,0,0,OTHERS
127,1999,ANDHRA PRADESH,Rajampet,Gunipati Ramaiah,M,,GEN,,TDP,,,,322107,34.04%,47.45%,946311,1,678817,1,0,NDA
128,1999,ANDHRA PRADESH,Rajampet,Annaiahgari Saiprathap,M,,GEN,,INC,,,,294937,31.17%,43.45%,946311,2,678817,0,1,CONGRESS
129,1999,ANDHRA PRADESH,Rajampet,Mahaboob Basha Shaik,M,,GEN,,ATDP,,,,22473,2.37%,3.31%,946311,3,678817,0,0,OTHERS
130,1999,ANDHRA PRADESH,Rajampet,Prasad Reddy  Kokkanti,M,,GEN,,IND,,,,12447,1.32%,1.83%,946311,4,678817,0,0,OTHERS
131,1999,ANDHRA PRADESH,Rajampet,Obaiah Naidu Kasturi,M,,GEN,,IND,,,,3241,0.34%,0.48%,946311,5,678817,0,0,OTHERS
132,1999,ANDHRA PRADESH,Rajampet,G. Subbarayudu,M,,GEN,,AJBP,,,,1971,0.21%,0.29%,946311,6,678817,0,0,OTHERS
133,1999,ANDHRA PRADESH,Rajampet,Kakalapathi George Stephan,M,,GEN,,JD(S),,,,1390,0.15%,0.20%,946311,7,678817,0,0,OTHERS
134,1999,ANDHRA PRADESH,Rajampet,Ramesh Reddy Siddavaram,M,,GEN,,RJD,,,,1124,0.12%,0.17%,946311,8,678817,0,0,CONGRESS
135,1999,ANDHRA PRADESH,Rajampet,Kuni Nageswara Rao,M,,GEN,,NTRTDP(LP),,,,643,0.07%,0.09%,946311,9,678817,0,0,OTHERS
136,1999,ANDHRA PRADESH,Rajampet,Asadi Venkatadri,M,,GEN,,IND,,,,225,0.02%,0.03%,946311,10,678817,0,0,OTHERS
137,1999,ANDHRA PRADESH,Cuddapah,Vivekananda Reddy  Y.S.,M,,GEN,,INC,,,,367833,33.73%,49.77%,1090670,1,739109,1,0,CONGRESS
138,1999,ANDHRA PRADESH,Cuddapah,Kandula Rajamohan Reddy,M,,GEN,,TDP,,,,341236,31.29%,46.17%,1090670,2,739109,0,1,NDA
139,1999,ANDHRA PRADESH,Cuddapah,Siva Sankara Reddy  Devireddy,M,,GEN,,IND,,,,5177,0.47%,0.70%,1090670,3,739109,0,0,OTHERS
140,1999,ANDHRA PRADESH,Cuddapah,Oruganti Balasubbaiah,M,,GEN,,IND,,,,3389,0.31%,0.46%,1090670,4,739109,0,0,OTHERS
141,1999,ANDHRA PRADESH,Cuddapah,C. Gopala,M,,GEN,,IND,,,,1152,0.11%,0.16%,1090670,5,739109,0,0,OTHERS
142,1999,ANDHRA PRADESH,Cuddapah,Nandyala Raghava Reddy,M,,GEN,,NCP,,,,961,0.09%,0.13%,1090670,6,739109,0,0,OTHERS
143,1999,ANDHRA PRADESH,Cuddapah,Adinarayana Reddy  Chadipirala,M,,GEN,,NTRTDP(LP),,,,823,0.08%,0.11%,1090670,7,739109,0,0,OTHERS
144,1999,ANDHRA PRADESH,Cuddapah,A.M.V.  Prasad,M,,GEN,,IND,,,,774,0.07%,0.10%,1090670,8,739109,0,0,OTHERS
145,1999,ANDHRA PRADESH,Cuddapah,R. Viswanadha Reddy,M,,GEN,,IND,,,,653,0.06%,0.09%,1090670,9,739109,0,0,OTHERS
146,1999,ANDHRA PRADESH,Cuddapah,Yeedala Siva Nagi Reddy,M,,GEN,,IND,,,,506,0.05%,0.07%,1090670,10,739109,0,0,OTHERS
147,1999,ANDHRA PRADESH,Cuddapah,V. Narasaiah,M,,GEN,,IND,,,,350,0.03%,0.05%,1090670,11,739109,0,0,OTHERS
148,1999,ANDHRA PRADESH,Hindupur,B.K. Parthasarathi,M,,GEN,,TDP,,,,432575,37.56%,54.56%,1151606,1,792868,1,0,NDA
149,1999,ANDHRA PRADESH,Hindupur,S. Gangadhar,M,,GEN,,INC,,,,297939,25.87%,37.58%,1151606,2,792868,0,1,CONGRESS
150,1999,ANDHRA PRADESH,Hindupur,Pale Jayaram Naik,M,,GEN,,IND,,,,15608,1.36%,1.97%,1151606,3,792868,0,0,OTHERS
151,1999,ANDHRA PRADESH,Hindupur,G. Jaya Chandra Reddy,M,,GEN,,IND,,,,8445,0.73%,1.07%,1151606,4,792868,0,0,OTHERS
152,1999,ANDHRA PRADESH,Hindupur,P. Ravi Chandra,M,,GEN,,ATDP,,,,8003,0.69%,1.01%,1151606,5,792868,0,0,OTHERS
153,1999,ANDHRA PRADESH,Hindupur,Sreeram Prasad,M,,GEN,,PPOI,,,,6484,0.56%,0.82%,1151606,6,792868,0,0,OTHERS
154,1999,ANDHRA PRADESH,Anantapur,Kalava Srinivasulu,M,,GEN,,TDP,,,,378488,30.86%,49.00%,1226314,1,772471,1,0,NDA
155,1999,ANDHRA PRADESH,Anantapur,Anantha Venkata Rami Reddy,M,,GEN,,INC,,,,357386,29.14%,46.27%,1226314,2,772471,0,1,CONGRESS
156,1999,ANDHRA PRADESH,Anantapur,A. Ramachandra Chowdary,M,,GEN,,ATDP,,,,14823,1.21%,1.92%,1226314,3,772471,0,0,OTHERS
157,1999,ANDHRA PRADESH,Anantapur,Y.  Pothulaiah,M,,GEN,,IND,,,,1251,0.10%,0.16%,1226314,4,772471,0,0,OTHERS
158,1999,ANDHRA PRADESH,Anantapur,Bheemalingaiah. H,M,,GEN,,IND,,,,890,0.07%,0.12%,1226314,5,772471,0,0,OTHERS
159,1999,ANDHRA PRADESH,Kurnool,Kambhalapati E. Krishna Murthy,M,,GEN,,TDP,,,,385688,33.15%,49.85%,1163375,1,773629,1,0,NDA
160,1999,ANDHRA PRADESH,Kurnool,Kotla Vijaya Bhaskara Reddy,M,,GEN,,INC,,,,361201,31.05%,46.69%,1163375,2,773629,0,1,CONGRESS
161,1999,ANDHRA PRADESH,Kurnool,Adi Narayana Reddy.H,M,,GEN,,PPOI,,,,3091,0.27%,0.40%,1163375,3,773629,0,0,OTHERS
162,1999,ANDHRA PRADESH,Kurnool,A.Ayyapu Reddy,M,,GEN,,IND,,,,1680,0.14%,0.22%,1163375,4,773629,0,0,OTHERS
163,1999,ANDHRA PRADESH,Kurnool,V.Prabhakara Reddy,M,,GEN,,IND,,,,626,0.05%,0.08%,1163375,5,773629,0,0,OTHERS
164,1999,ANDHRA PRADESH,Nandyal,Bhuma  Nagi Reddy,M,,GEN,,TDP,,,,391655,35.08%,52.28%,1116553,1,749179,1,0,NDA
165,1999,ANDHRA PRADESH,Nandyal,Gangula Prathapa Reddy,M,,GEN,,INC,,,,319046,28.57%,42.59%,1116553,2,749179,0,1,CONGRESS
